,forks_count,language,stargazers,topics,url,watchers_count
236,223,JavaScript,796,"['flappy-bird', 'machine-learning', 'reinforcement-learning']",https://api.github.com/repos/SarvagyaVaish/FlappyBirdRL,796
237,146,Python,793,"['analytics', 'artificial-intelligence', 'automated-machine-learning', 'automl', 'data-science', 'deep-learning', 'deeplearning', 'feature-engineering', 'gradient-boosting', 'hyperparameter-optimization', 'keras', 'lightgbm', 'machine-learning', 'machine-learning-library', 'machine-learning-pipelines', 'production-ready', 'python', 'scikit-learn', 'tensorflow', 'xgboost']",https://api.github.com/repos/ClimbsRocks/auto_ml,793
238,73,Jupyter Notebook,783,"['cifar10', 'cnn', 'deep-learning', 'imagenet', 'keras', 'machine-learning', 'neural-network', 'tensorflow']",https://api.github.com/repos/Hyperparticle/one-pixel-attack-keras,783
239,108,Jupyter Notebook,780,"['graph-algorithms', 'machine-learning', 'natural-language-processing', 'nlp', 'nlp-parsing', 'summarization', 'text-analytics', 'textrank']",https://api.github.com/repos/ceteri/pytextrank,780
240,209,Python,774,"['awesome', 'deep-learning', 'google-tensorflow', 'machine-learning', 'tensorflow', 'tensorflow-chinese', 'tensorflow-tutorials']",https://api.github.com/repos/fendouai/Awesome-TensorFlow-Chinese,774
241,219,Jupyter Notebook,770,"['deep-learning', 'machine-learning', 'tensorflow']",https://api.github.com/repos/adeshpande3/Tensorflow-Programs-and-Tutorials,770
242,231,Python,762,"['deep-learning', 'gan', 'gans', 'machine-learning', 'pytorch']",https://api.github.com/repos/devnag/pytorch-generative-adversarial-networks,762
243,122,Python,761,"['artificial-intelligence', 'classification', 'discriminator', 'gan', 'generative-adversarial-network', 'generative-model', 'generator', 'learning', 'machine-learning', 'machine-learning-api', 'python', 'supervised-learning', 'tensorflow', 'unsupervised-learning']",https://api.github.com/repos/255BITS/HyperGAN,761
244,43,Ruby,759,"['awesome', 'awesome-list', 'computational-linguistics', 'list', 'machine-learning', 'natural-language-processing', 'nlp', 'pos-tag', 'ruby', 'rubyml', 'rubynlp', 'sentiment-analysis']",https://api.github.com/repos/arbox/nlp-with-ruby,759
245,323,,757,"['activity-recognition', 'machine-learning', 'transfer-learning']",https://api.github.com/repos/jindongwang/MachineLearning,757
246,505,Jupyter Notebook,755,"['big-data', 'bigdata', 'data-analysis', 'data-science', 'ipython', 'ipython-notebook', 'machine-learning', 'mllib', 'notebook', 'pyspark', 'python', 'spark']",https://api.github.com/repos/jadianes/spark-py-notebooks,755
247,218,Python,749,"['deep-learning', 'finance', 'machine-learning', 'prediction', 'python-library', 'quantitative-finance', 'quantitative-trading', 'sentiment-analysis', 'stock-market', 'stock-market-prediction', 'stock-prediction']",https://api.github.com/repos/achillesrasquinha/bulbea,749
248,131,Python,720,"['automation', 'data-science', 'machine-learning', 'python']",https://api.github.com/repos/rhiever/datacleaner,720
249,184,Python,713,"['chrome-extension', 'docker', 'facebook', 'javascript', 'machine-learning', 'python']",https://api.github.com/repos/anantdgoel/HackPrincetonF16,713
250,84,,711,"['artificial-intelligence', 'computer-vision', 'machine-learning', 'reinforcement-learning']",https://api.github.com/repos/BAILOOL/DoYouEvenLearn,711
251,326,Lua,709,"['deep-learning', 'machine-learning', 'neural-conversation-models', 'seq2seq', 'torch']",https://api.github.com/repos/macournoyer/neuralconvo,709
252,137,Python,709,"['artificial-intelligence', 'deep-learning', 'machine-learning', 'music', 'neural-networks']",https://api.github.com/repos/despoisj/DeepAudioClassification,709
253,101,Python,707,"['deep-learning', 'deep-learning-tutorial', 'deep-neural-networks', 'image-recognition', 'machine-learning', 'neural-network', 'neural-networks', 'speech-recognition', 'speech-to-text']",https://api.github.com/repos/deepgram/kur,707
254,79,Python,703,"['artificial-intelligence', 'data-science', 'deep-learning', 'genetic-algorithm', 'genetic-programming', 'keras', 'machine-learning', 'neural-network']",https://api.github.com/repos/joeddav/devol,703
255,150,C++,691,"['c-plus-plus', 'distributed', 'machine-learning', 'ml']",https://api.github.com/repos/jubatus/jubatus,691
256,50,Python,690,"['data-science', 'data-version-control', 'git', 'machine-learning', 'reproducibility']",https://api.github.com/repos/iterative/dvc,690
257,99,Jupyter Notebook,689,"['crfsuite', 'data-science', 'explanation', 'inspection', 'lightgbm', 'machine-learning', 'nlp', 'python', 'scikit-learn', 'xgboost']",https://api.github.com/repos/TeamHG-Memex/eli5,689
258,73,Rust,680,"['machine-learning', 'rust']",https://api.github.com/repos/AtheMathmo/rusty-machine,680
259,197,Python,678,"['bayesian-statistics', 'deep-learning', 'gaussian-processes', 'gpflow', 'machine-learning', 'markov-chain-monte-carlo', 'stochastic-processes', 'tensorflow', 'variational-inference']",https://api.github.com/repos/GPflow/GPflow,678
260,200,,676,"['autoencoder', 'cnn', 'convolutional-neural-networks', 'deep-learning', 'deep-learning-tutorial', 'deep-reinforcement-learning', 'keras', 'machine-learning', 'multi-layer-perceptron', 'neural-machine-translation', 'neural-network', 'neural-networks', 'nlp', 'notebook', 'recurrent-neural-networks', 'reinforcement-learning', 'tensorflow', 'tensorflow-tutorials', 'tensorlayer', 'tflearn']",https://api.github.com/repos/wagamamaz/tensorflow-tutorial,676
261,181,JavaScript,665,"['ai', 'ai-tutorial', 'artificial-evolution', 'artificial-intelligence', 'flappy-bird', 'flappybird', 'game-programming', 'genetic-algorithm', 'genetic-algorithms', 'html5', 'javascript', 'machine-intelligence', 'machine-learning', 'machine-learning-algorithm', 'machinelearning', 'neural-network', 'neural-networks', 'neuroevolution', 'phaser', 'phaser-tutorial']",https://api.github.com/repos/ssusnic/Machine-Learning-Flappy-Bird,665
262,83,Jupyter Notebook,665,"['bayesian-methods', 'data-science', 'deep-learning', 'machine-learning', 'neural-networks', 'probabilistic-programming', 'statistics', 'tensorflow']",https://api.github.com/repos/tensorflow/probability,665
263,79,Assembly,655,"['ai', 'artificial-intelligence', 'deep-learning', 'machine-learning', 'machine-learning-library', 'natural-language-processing', 'nlp', 'python', 'spacy']",https://api.github.com/repos/explosion/thinc,655
264,42,JavaScript,654,"['bayesian-classifiers', 'machine-learning', 'react', 'tornado']",https://api.github.com/repos/fatiherikli/klassify,654
265,50,,645,"['artificial-intelligence', 'guide', 'high-school', 'highschool', 'learning-path', 'machine-learning', 'python', 'student']",https://api.github.com/repos/kjaisingh/high-school-guide-to-machine-learning,645
266,124,C++,644,"['gensim', 'gensim-word2vec', 'machine-learning', 'natural-language-processing', 'nlp', 'python', 'sense2vec', 'spacy', 'word2vec']",https://api.github.com/repos/explosion/sense2vec,644
267,134,JavaScript,642,"['crossover', 'genetic-algorithm', 'machine-learning', 'mutations', 'neural-network', 'neurons', 'selection', 'squash']",https://api.github.com/repos/wagenaartje/neataptic,642
268,79,Python,641,"['artificial-intelligence', 'chatbot', 'kaldi', 'linux', 'machine-learning', 'nlp', 'spacy', 'speech-recognition', 'speech-to-text', 'text-to-speech', 'ubuntu', 'virtual-assistant']",https://api.github.com/repos/DragonComputer/Dragonfire,641
269,46,CSS,640,"['analytics', 'artificial-intelligence', 'computer-science', 'deep-learning', 'machine-learning', 'neural-network', 'research-paper']",https://api.github.com/repos/shagunsodhani/papers-I-read,640
270,279,Scala,636,"['api', 'devel', 'h2o', 'integration', 'machine-learning', 'pysparkling', 'rsparkling', 'spark']",https://api.github.com/repos/h2oai/sparkling-water,636
271,251,C++,626,"['3d-face', '3d-face-reconstruction', '3dmm', 'c-plus-plus', 'computer-vision', 'cross-platform', 'face-models', 'image-processing', 'machine-learning', 'modern-cpp', 'python']",https://api.github.com/repos/patrikhuber/eos,626
272,97,Jupyter Notebook,616,"['awesome', 'embedding-models', 'embeddings', 'machine-learning', 'natural-language-processing', 'papers', 'word2vec']",https://api.github.com/repos/Hironsan/awesome-embedding-models,616
273,210,,614,"['darknet', 'deep-learning', 'machine-learning', 'yolo', 'yolo-9000', 'yolo2', 'yolo9000']",https://api.github.com/repos/philipperemy/yolo-9000,614
274,232,Python,611,"['data-science', 'deep-learning', 'keras', 'machine-learning', 'neural-networks', 'tensorflow', 'theano']",https://api.github.com/repos/keras-team/keras-contrib,611
275,79,Python,609,"['computer-vision', 'deep-learning', 'gluon', 'image-classification', 'machine-learning', 'mxnet', 'neural-network', 'object-detection', 'semantic-segmentation']",https://api.github.com/repos/dmlc/gluon-cv,609
276,76,Python,609,"['computational-social-science', 'critical-theory', 'd3', 'data-science', 'emotion', 'japanese-language', 'machine-learning', 'natural-language-processing', 'nlp', 'sentiment', 'sentiment-analysis', 'text-mining', 'text-visualization', 'visualization', 'word-embeddings', 'word2vec']",https://api.github.com/repos/JasonKessler/scattertext,609
277,531,Jupyter Notebook,608,"['data-science', 'deep-learning', 'h2o', 'machine-learning', 'python', 'r', 'tutorial']",https://api.github.com/repos/h2oai/h2o-tutorials,608
278,146,HTML,605,"['artificial-intelligence', 'computer-vision', 'deep-learning', 'deep-neural-networks', 'machine-learning', 'natural-language-processing', 'robotics']",https://api.github.com/repos/abhshkdz/ai-deadlines,605
279,242,Python,604,"['deep-forest', 'ensemble-learning', 'machine-learning', 'random-forest']",https://api.github.com/repos/kingfengji/gcForest,604
280,22,Go,597,"['computer-vision', 'face-detection', 'golang', 'machine-learning', 'pico']",https://api.github.com/repos/esimov/pigo,597
281,138,PHP,596,"['chinese-text-segmentation', 'machine-learning', 'natural-language-processing', 'nlp']",https://api.github.com/repos/fukuball/jieba-php,596
282,63,Scala,593,"['automatic-differentiation', 'deep-learning', 'deep-neural-networks', 'domain-specific-language', 'dsl', 'functional-programming', 'machine-learning', 'neural-network', 'scala', 'symbolic-computation']",https://api.github.com/repos/ThoughtWorksInc/DeepLearning.scala,593
283,109,JavaScript,591,"['artificial-intelligence', 'engine', 'isomorphic', 'javascript', 'lycheejs', 'machine-learning']",https://api.github.com/repos/Artificial-Engineering/lycheejs,591
284,145,Python,591,"['factorization-machines', 'machine-learning', 'matrix-factorization', 'recommender-system']",https://api.github.com/repos/ibayer/fastFM,591
285,106,Python,587,"['end-to-end', 'english', 'japanese', 'machine-learning', 'python', 'pytorch', 'speech-processing', 'speech-synthesis', 'tts']",https://api.github.com/repos/r9y9/deepvoice3_pytorch,587
286,80,Swift,585,"['core-ml', 'ios', 'machine-learning', 'mobilenet', 'swift']",https://api.github.com/repos/hollance/MobileNet-CoreML,585
287,47,Lua,583,"['bizhawk', 'convolutional-neural-networks', 'cs231n', 'deep-learning', 'keras', 'machine-learning', 'mario-kart', 'tensorflow']",https://api.github.com/repos/rameshvarun/NeuralKart,583
288,424,C++,582,"['analysis', 'c-plus-plus', 'geometry', 'interpreter', 'machine-learning', 'mathematics', 'parallel', 'python', 'root', 'statistics', 'visualization']",https://api.github.com/repos/root-project/root,582
289,146,Python,581,"['cnn-model', 'convolutional-neural-networks', 'dataset', 'deep-learning', 'face-recognition', 'keras', 'machine-learning', 'tensorflow']",https://api.github.com/repos/fendouai/FaceRank,581
290,102,TeX,577,"['article', 'audio', 'audio-processing', 'awesome', 'awesome-list', 'bib', 'deep-learning', 'deep-neural-networks', 'deeplearning', 'list', 'lists', 'machine-learning', 'music', 'music-genre-classification', 'music-information-retrieval', 'neural-network', 'neural-networks', 'research', 'resources', 'unicorns']",https://api.github.com/repos/ybayle/awesome-deep-learning-music,577
291,147,Python,577,"['deep-learning', 'keras', 'machine-learning', 'named-entity-recognition', 'natural-language-processing', 'sequence-labeling']",https://api.github.com/repos/Hironsan/anago,577
292,323,,574,"['data-science', 'deep-learning', 'machine-learning', 'natural-language-processing']",https://api.github.com/repos/Shujian2015/FreeML,574
293,74,Jupyter Notebook,573,"['ais', 'annealed-importance-sampling', 'boltzmann-machines', 'contrastive-divergence-algorithm', 'dbm', 'deep-learning', 'energy-based-model', 'gibbs-sampling', 'keras', 'machine-learning', 'mcmc', 'pcd', 'rbm', 'restricted-boltzmann-machine', 'sklearn-compatible', 'tensorflow', 'tensorflow-models', 'variational-inference']",https://api.github.com/repos/monsta-hd/boltzmann-machines,573
294,55,OCaml,567,"['algorithmic-differentation', 'autograd', 'automatic-differentiation', 'gsl', 'linear-algebra', 'machine-learning', 'maths', 'matrix', 'mcmc', 'ndarray', 'neural-network', 'numerical-calculations', 'optimization', 'plotting', 'regression', 'scientific-computing', 'sparse-linear-systems', 'statistical-functions', 'statistics', 'topic-modeling']",https://api.github.com/repos/owlbarn/owl,567
295,54,Python,566,"['cortex-m', 'deep-learning', 'edge-computing', 'embedded', 'iot', 'iot-middleware', 'machine-learning', 'mbed', 'microcontroller', 'tensorflow']",https://api.github.com/repos/uTensor/uTensor,566
296,182,R,563,"['machine-learning', 'python', 'r']",https://api.github.com/repos/ben519/MLPB,563
297,137,,562,"['dados', 'data-science', 'data-scientists', 'machine-learning']",https://api.github.com/repos/leportella/datascience-pizza,562
298,58,,560,"['ai', 'avx', 'avx2', 'cuda', 'fma', 'gpu', 'machine-learning', 'ml', 'optimization', 'sse41', 'sse42', 'tensorflow', 'wheel']",https://api.github.com/repos/mind/wheels,560
299,157,Python,555,"['embeddings', 'image-classification', 'machine-learning', 'ml', 'python', 'tensorflow', 'transfer-learning']",https://api.github.com/repos/tensorflow/hub,555
300,115,Python,546,"['coreference', 'coreference-resolution', 'machine-learning', 'python', 'spacy']",https://api.github.com/repos/huggingface/neuralcoref,546
301,56,JavaScript,544,"['deep-learning', 'javascript', 'machine-learning', 'node-tensorflow', 'nodejs', 'npm-package', 'tensorflow']",https://api.github.com/repos/nikhilk/node-tensorflow,544
302,93,Python,539,"['deep-learning', 'machine-learning', 'natural-language-processing', 'python']",https://api.github.com/repos/bfelbo/DeepMoji,539
303,148,Python,538,"['attention-alignment-visualization', 'attention-is-all-you-need', 'attention-mechanism', 'attention-model', 'convolutional-neural-networks', 'deep-learning', 'deep-neural-networks', 'encoder-decoder', 'machine-learning', 'machine-translation', 'mxnet', 'neural-machine-translation', 'seq2seq', 'sequence-to-sequence', 'sequence-to-sequence-models', 'sockeye', 'translation']",https://api.github.com/repos/awslabs/sockeye,538
304,57,Swift,538,"['arkit', 'coreml', 'face-recognition', 'ios', 'machine-learning']",https://api.github.com/repos/NovaTecConsulting/FaceRecognition-in-ARKit,538
305,195,R,537,"['apache-spark', 'dbi', 'dplyr', 'machine-learning', 'r', 'r-package', 'rstats', 'sparklyr']",https://api.github.com/repos/rstudio/sparklyr,537
306,189,C++,536,"['computer-vision', 'crf', 'cython', 'eigen', 'machine-learning', 'pairwise-potentials', 'unary-potentials']",https://api.github.com/repos/lucasb-eyer/pydensecrf,536
307,221,C++,531,"['dynamic-time-warping', 'gesture-recognition', 'gesture-recognition-toolkit', 'grt', 'kmeans', 'linear-regression', 'machine-learning', 'random-forest', 'softmax', 'support-vector-machine']",https://api.github.com/repos/nickgillian/grt,531
308,611,,531,"['machine-learning', 'markdown']",https://api.github.com/repos/othree/markdown-syntax-zhtw,531
309,162,,526,['machine-learning'],https://api.github.com/repos/adeshpande3/Machine-Learning-Links-And-Lessons-Learned,526
310,74,Python,522,"['deep-learning', 'densenet', 'faster-rcnn', 'image-classification', 'inception', 'machine-learning', 'mobilenet', 'mobilenetv2', 'nasnet', 'object-detection', 'pnasnet', 'pretrained-models', 'resnet', 'squeezenet', 'tensorflow', 'vgg', 'yolo', 'yolov2', 'yolov3', 'zoo']",https://api.github.com/repos/taehoonlee/tensornets,522
311,443,Jupyter Notebook,516,"['ipython-notebook', 'kaggle-competition', 'kaggle-titanic', 'machine-learning', 'python']",https://api.github.com/repos/agconti/kaggle-titanic,516
312,389,C++,516,"['face-recognition', 'machine-learning', 'opencv']",https://api.github.com/repos/bytefish/opencv,516
313,123,Python,512,"['cnn', 'data-science', 'deep-learning', 'deep-neural-networks', 'dltk', 'dltk-model-zoo', 'machine-learning', 'medical', 'medical-image-processing', 'medical-imaging', 'ml', 'neural-network', 'neural-networks', 'neuroimaging', 'python', 'tensorflow']",https://api.github.com/repos/DLTK/DLTK,512
314,117,Python,511,"['machine-learning', 'probabilistic-programming', 'python', 'stan', 'statistics']",https://api.github.com/repos/stan-dev/pystan,511
315,130,Java,509,"['bibliographic-references', 'crf', 'fulltext', 'machine-learning', 'metadata', 'pdf', 'scientific-articles']",https://api.github.com/repos/kermitt2/grobid,509
316,37,JavaScript,508,"['blas', 'high-performance-computing', 'javascript', 'linear-algebra', 'machine-learning', 'matrix', 'vector']",https://api.github.com/repos/mateogianolio/vectorious,508
317,61,Python,506,"['blackbox', 'datascience', 'deep-learning', 'deep-neural-networks', 'explanation-system', 'machine-learning', 'ml', 'model-explanation', 'model-interpretation', 'modeling-tools', 'predictive-modeling', 'python']",https://api.github.com/repos/datascienceinc/Skater,506
318,315,Jupyter Notebook,505,"['competition', 'jdata', 'jingdong', 'machine-learning', 'pandas']",https://api.github.com/repos/daoliker/JData,505
319,87,Python,502,"['adversarial-examples', 'keras', 'machine-learning', 'mxnet', 'neural-networks', 'python', 'pytorch', 'tensorflow', 'theano']",https://api.github.com/repos/bethgelab/foolbox,502
320,112,Python,501,"['auto-ml', 'automated-machine-learning', 'automl', 'classification', 'data-science', 'deep-learning', 'distributed', 'drift', 'encoding', 'kaggle', 'keras', 'lightgbm', 'machine-learning', 'optimization', 'pipeline', 'prediction', 'preprocessing', 'regression', 'stacking', 'xgboost']",https://api.github.com/repos/AxeldeRomblay/MLBox,501
321,54,HTML,499,"['cat', 'cats', 'computer-graphics', 'computer-vision', 'deep-learning', 'machine-learning', 'papers', 'papers-collection']",https://api.github.com/repos/junyanz/CatPapers,499
322,63,Python,495,"['genetic-programming', 'machine-learning', 'python', 'scikit-learn', 'symbolic-regression']",https://api.github.com/repos/trevorstephens/gplearn,495
323,114,Python,492,"['deep-learning', 'machine-learning', 'neural-networks', 'reinforcement-learning', 'tensorflow']",https://api.github.com/repos/TheAbhiKumar/tensorflow-value-iteration-networks,492
324,86,Jupyter Notebook,489,"['analytics', 'artificial-intelligence', 'big-data', 'code-examples', 'data-science', 'deep-learning', 'examples', 'machine-learning', 'neural-networks', 'programming-exercise', 'sciblog', 'sciblog-support']",https://api.github.com/repos/miguelgfierro/sciblog_support,489
325,33,Go,489,"['genetic-algorithm', 'go', 'machine-learning', 'optimization', 'parallel', 'speciation']",https://api.github.com/repos/MaxHalford/gago,489
326,24,C#,486,"['algorithm', 'c-sharp', 'gamedev', 'machine-learning', 'procedural-generation', 'texture-synthesis']",https://api.github.com/repos/mxgmn/SynTex,486
327,122,Java,482,"['elasticsearch', 'machine-learning', 'relevant-search', 'search-relevance']",https://api.github.com/repos/o19s/elasticsearch-learning-to-rank,482
328,112,Python,481,"['agent', 'artificial-intelligence', 'game', 'machine-learning', 'pygame', 'python', 'reinforcement-learning']",https://api.github.com/repos/ntasfi/PyGame-Learning-Environment,481
329,88,,480,"['awesome-list', 'deep-learning', 'linguistics', 'machine-learning', 'nlp', 'python', 'sentiment-analysis', 'supervised-machine-learning']",https://api.github.com/repos/xiamx/awesome-sentiment-analysis,480
330,145,,475,"['caffe', 'chainer', 'convolutional-neural-networks', 'course', 'curriculum', 'deep-learning', 'guide', 'machine-learning', 'mxnet', 'python', 'pytorch', 'recurrent-neural-networks', 'reinforcement-learning', 'tensorflow', 'theano', 'torch']",https://api.github.com/repos/off99555/machine-learning-curriculum,475
331,406,Python,475,"['ecog', 'eeg', 'electrocorticography', 'electroencephalography', 'machine-learning', 'magnetoencephalography', 'meg', 'neuroimaging', 'neuroscience', 'python', 'statistics', 'visualization']",https://api.github.com/repos/mne-tools/mne-python,475
332,91,Swift,474,"['core-ml', 'deep-learning', 'ios', 'machine-learning', 'metal', 'mps', 'swift', 'yolo']",https://api.github.com/repos/hollance/YOLO-CoreML-MPSNNGraph,474
333,83,Python,471,"['deep-learning', 'machine-learning', 'neural-network', 'python', 'pytorch']",https://api.github.com/repos/pytorch/tnt,471
334,110,Python,468,"['actor-critic', 'chainer', 'deep-learning', 'dqn', 'machine-learning', 'python', 'reinforcement-learning']",https://api.github.com/repos/chainer/chainerrl,468
335,122,Python,465,"['machine-learning', 'python', 'question-answering']",https://api.github.com/repos/vinhkhuc/MemN2N-babi-python,465
336,107,Python,463,"['computer-vision', 'deep-learning', 'machine-learning', 'visual-search']",https://api.github.com/repos/AKSHAYUBHAT/VisualSearchServer,463
337,30,Jupyter Notebook,460,"['experiment-manager', 'experimental-data', 'machine-learning', 'postgres', 'postgresql', 'python', 'reproducibility', 'reproducible-research', 'vuejs', 'webapp']",https://api.github.com/repos/henripal/labnotebook,460
338,252,Jupyter Notebook,453,"['classification', 'clustering', 'computer-vision', 'convolutional-neural-networks', 'data-science', 'deep-learning', 'deep-neural-networks', 'keras', 'machine-learning', 'natural-language-processing', 'nltk', 'pandas', 'prophet', 'python', 'scikit-learn', 'spacy', 'statsmodels', 'tensorflow', 'text-analytics', 'time-series-analysis']",https://api.github.com/repos/dipanjanS/practical-machine-learning-with-python,453
339,207,Python,452,"['ai', 'ai-challenges', 'angularjs', 'django', 'django-rest-framework', 'docker', 'machine-learning', 'python', 'rabbitmq', 'reproducibility', 'reproducible-research']",https://api.github.com/repos/Cloud-CV/EvalAI,452
340,243,Python,449,"['ai', 'deep-q-network', 'deep-reinforcement-learning', 'deepmind', 'machine-learning', 'reinforcement-learning', 'startcraft2']",https://api.github.com/repos/chris-chris/pysc2-examples,449
341,122,HTML,447,"['ai', 'ant-colony-optimization', 'artificial-intelligence', 'artificial-neural-networks', 'awesome', 'awesome-list', 'fcm', 'hmm-model', 'kmeans', 'knn-classification', 'machine-learning', 'machine-learning-algorithms', 'qml', 'quantum', 'quantum-ai', 'quantum-computing', 'quantum-programming-language', 'qubits', 'tensorflow']",https://api.github.com/repos/krishnakumarsekar/awesome-quantum-machine-learning,447
342,128,ASP,447,"['artificial-neural-networks', 'deep-learning', 'evolutionary-algorithms', 'genetic-algorithm', 'machine-learning', 'neural-networks', 'self-driving-cars']",https://api.github.com/repos/ArztSamuel/Applying_EANNs,447
343,118,Python,441,"['cheatsheets', 'data-science', 'deep-learning', 'deep-learning-tutorial', 'machine-learning', 'neural-network']",https://api.github.com/repos/bfortuner/ml-cheatsheet,441
344,109,Python,440,"['apache-spark', 'data-parallelism', 'data-science', 'deep-learning', 'distributed-optimizers', 'hadoop', 'keras', 'machine-learning', 'optimization-algorithms', 'tensorflow']",https://api.github.com/repos/cerndb/dist-keras,440
345,30,JavaScript,438,"['clustering', 'fuzzy-matching', 'machine-learning', 'natural-language-processing', 'record-linkage']",https://api.github.com/repos/Yomguithereal/talisman,438
346,105,C++,438,"['artificial-neural-networks', 'c-plus-plus', 'convolutional-neural-networks', 'cpp', 'cpp11', 'cpp14', 'cpu', 'deep-learning', 'gpu', 'machine-learning', 'performance', 'rbm']",https://api.github.com/repos/wichtounet/dll,438
347,81,,436,"['machine-learning', 'python', 'statistics', 'time-series']",https://api.github.com/repos/MaxBenChrist/awesome_time_series_in_python,436
348,43,C,434,"['artificial-neural-networks', 'blas', 'c', 'c99', 'cblas', 'classification', 'continuous-integration', 'efficient', 'embedded', 'feedforward-neural-network', 'header-only', 'machine-learning', 'matrix', 'neural-network', 'portable', 'regression', 'travis-ci', 'vectorization']",https://api.github.com/repos/100/Cranium,434
349,123,Python,428,"['machine-learning', 'metric-learning', 'python', 'scikit-learn']",https://api.github.com/repos/metric-learn/metric-learn,428
350,48,Python,427,"['data-science', 'machine-learning', 'scikit-learn']",https://api.github.com/repos/ottogroup/palladium,427
351,149,Java,426,"['java', 'jsat', 'machine-learning', 'machine-learning-algorithms', 'machine-learning-library', 'svm', 'tsne']",https://api.github.com/repos/EdwardRaff/JSAT,426
352,306,Jupyter Notebook,425,"['deep-learning', 'machine-learning', 'numpy', 'pytorch', 'tensorflow', 'visualization']",https://api.github.com/repos/carefree0910/MachineLearning,425
353,47,C,424,"['algorithms', 'ascii-art', 'ascii-glyphs', 'embedded', 'graphics', 'image-processing', 'library', 'machine-learning', 'rendering', 'tree']",https://api.github.com/repos/symisc/ascii_art,424
354,84,,424,"['artificial-intelligence', 'data-science', 'machine-learning']",https://api.github.com/repos/okfn-brasil/rosie,424
355,60,Python,423,"['machine-learning', 'python', 'scikit-learn']",https://api.github.com/repos/EducationalTestingService/skll,423
356,120,Shell,422,"['cuda', 'deep-learning', 'docker', 'dockerfiles', 'machine-learning', 'vnc']",https://api.github.com/repos/Kaixhin/dockerfiles,422
357,133,Jupyter Notebook,420,"['deep-learning', 'keras', 'machine-learning', 'python', 'tensorflow']",https://api.github.com/repos/amir-abdi/keras_to_tensorflow,420
358,82,JavaScript,417,"['machine-learning', 'mit', 'model-management', 'modeldb']",https://api.github.com/repos/mitdbg/modeldb,417
359,28,Python,417,"['big-data', 'compilers', 'machine-learning', 'numpy', 'pandas', 'parallel-computing', 'python']",https://api.github.com/repos/IntelLabs/hpat,417
360,121,Java,416,"['java', 'lapack', 'linear-algebra', 'machine-learning', 'matrix-library']",https://api.github.com/repos/mikiobraun/jblas,416
361,204,Jupyter Notebook,413,"['deeplearning', 'keras', 'machine-learning', 'neural-network', 'tensorflow']",https://api.github.com/repos/jeffheaton/t81_558_deep_learning,413
362,55,,410,"['data-science', 'machine-learning']",https://api.github.com/repos/faktionai/awesome-ai-usecases,410
363,43,Jupyter Notebook,406,"['jupyter-notebook', 'machine-learning', 'numpy', 'scipy', 'tensorflow']",https://api.github.com/repos/Andrewnetwork/WorkshopScipy,406
364,185,Python,406,"['convolutional-neural-networks', 'deep-neural-networks', 'emotion-recognition', 'machine-learning', 'tensorflow']",https://api.github.com/repos/isseu/emotion-recognition-neural-networks,406
365,38,Swift,405,"['caffe', 'coreml', 'digits', 'image-classification', 'ios', 'machine-learning', 'swift4', 'xcode9']",https://api.github.com/repos/kingreza/SeeFood,405
366,266,Python,405,"['brain-connectivity', 'brain-imaging', 'brain-mri', 'decoding', 'fmri', 'machine-learning', 'mvpa', 'neuroimaging', 'python']",https://api.github.com/repos/nilearn/nilearn,405
367,78,Python,404,"['decomposition', 'machine-learning', 'python', 'tensor', 'tensor-algebra', 'tensor-learning', 'tensor-regressions', 'tensorly']",https://api.github.com/repos/tensorly/tensorly,404
368,207,Python,403,"['deep-learning', 'kaggle', 'machine-learning']",https://api.github.com/repos/juliandewit/kaggle_ndsb2017,403
369,117,Lua,403,"['computer-graphics', 'computer-vision', 'context-encoders', 'dcgan', 'deep-learning', 'gan', 'generative-adversarial-network', 'image-inpainting', 'machine-learning', 'unsupervised-learning']",https://api.github.com/repos/pathak22/context-encoder,403
370,160,C++,401,"['captcha', 'machine-learning', 'opencv']",https://api.github.com/repos/nladuo/captcha-break,401
371,199,Python,400,"['classification', 'deep-learning', 'keras', 'machine-learning', 'tensorflow']",https://api.github.com/repos/harvitronix/five-video-classification-methods,400
372,112,Python,398,"['alphago-zero', 'deeplearning', 'keras', 'machine-learning', 'reinforcement-learning', 'reversi', 'tensorflow']",https://api.github.com/repos/mokemokechicken/reversi-alpha-zero,398
373,22,Python,394,"['algorithm', 'artificial-intelligence', 'continuous-optimization', 'discrete-optimization', 'evolutionary-algorithm', 'genetic-algorithm', 'genetic-algorithm-framework', 'harmony-search', 'hill-climbing', 'library', 'machine-learning', 'machine-learning-algorithms', 'metaheuristics', 'optimization', 'optimization-algorithms', 'particle-swarm-optimization', 'python', 'simulated-annealing', 'stochastic-optimizers', 'tabu-search']",https://api.github.com/repos/100/Solid,394
374,60,Python,393,"['framework', 'machine-learning', 'python', 'recommendation-algorithm', 'recommendation-system', 'recommender-system', 'tensorflow']",https://api.github.com/repos/jfkirk/tensorrec,393
375,48,Python,387,"['auto-ml', 'automated-machine-learning', 'automl', 'data-science', 'data-scientists', 'javascript', 'javascript-library', 'kaggle', 'machine-learning', 'machine-learning-algorithms', 'machine-learning-library', 'ml', 'numerai', 'scikit-learn']",https://api.github.com/repos/ClimbsRocks/machineJS,387
