bottom_repos/tools, 4, 175, 9, 0, 0, 1, 17, 22, 4, 0, 5, 2, 0, 15, 16, 0, 0, 0
bottom_repos/ading, 1, 18, 4, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0
bottom_repos/borneo, 29, 1189, 4, 98, 471, 4, 0, 4, 3, 0, 3, 2, 0, 0, 14, 0, 0, 0
bottom_repos/fltm_scripts, 3, 367, 29, 0, 0, 0, 142, 66, 20, 3, 12, 1, 0, 117, 43, 0, 0, 0
bottom_repos/bddstory, 2, 64, 1, 0, 0, 8, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 0, 4
bottom_repos/celebrityjuxtaposition, 2, 83, 0, 0, 0, 1, 23, 0, 7, 0, 4, 0, 0, 5, 5, 0, 0, 0
bottom_repos/hr_timesheet_tweaks, 3, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0
bottom_repos/Assignment1, 2, 131, 7, 0, 0, 0, 51, 27, 2, 1, 0, 1, 0, 1, 18, 2, 0, 2
bottom_repos/MyBall, 5, 264, 0, 0, 0, 0, 0, 47, 8, 0, 1, 0, 0, 152, 5, 0, 0, 0
bottom_repos/FoxList, 1, 255, 45, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
bottom_repos/week_5, 2, 57, 19, 0, 0, 0, 0, 49, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
bottom_repos/data_analysis, 13, 636, 131, 13, 0, 4, 6, 154, 2, 2, 40, 1, 0, 2, 37, 5, 0, 0
bottom_repos/mlscp, 1, 122, 17, 1, 0, 33, 8, 22, 7, 2, 4, 0, 0, 58, 3, 0, 0, 0
bottom_repos/pytenantifier, 1, 87, 6, 30, 0, 12, 1, 0, 3, 0, 11, 0, 0, 0, 0, 0, 0, 0
bottom_repos/Homework-assignment-6, 9, 41, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0
bottom_repos/Tarea-3-Ingenieria, 2, 142, 2, 0, 0, 0, 0, 72, 5, 0, 13, 0, 0, 0, 31, 1, 0, 0
bottom_repos/shot_pieces, 3, 333, 19, 0, 0, 8, 0, 5, 6, 1, 31, 10, 0, 0, 2, 0, 0, 0
bottom_repos/hbajax, 1, 67, 0, 4, 0, 46, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0
bottom_repos/Sensedata, 26, 2201, 265, 374, 18, 0, 75, 791, 66, 6, 135, 11, 0, 509, 202, 5, 0, 0
bottom_repos/pylisp, 1, 113, 3, 0, 0, 53, 0, 29, 3, 0, 2, 1, 0, 89, 0, 0, 0, 5
bottom_repos/codingground, 1, 97, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/SKY, 1, 51, 3, 0, 0, 24, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 1
bottom_repos/FigTest, 1, 14, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/Treasure-Game, 1, 248, 0, 14, 0, 4, 0, 0, 16, 0, 26, 0, 0, 0, 67, 1, 0, 0
bottom_repos/IndiaTempMap, 2, 151, 16, 0, 0, 16, 0, 109, 10, 0, 1, 6, 0, 137, 6, 2, 0, 0
bottom_repos/MentalMathsTraining, 1, 22, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/nrckiclient, 21, 766, 24, 24, 0, 2, 5, 18, 24, 0, 25, 11, 0, 0, 18, 1, 0, 0
bottom_repos/zenwrap, 3, 46, 1, 0, 0, 2, 0, 4, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0
bottom_repos/django-ticket-triage, 5, 151, 24, 19, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/something, 1, 52, 3, 0, 0, 0, 5, 10, 0, 0, 3, 0, 0, 7, 3, 0, 0, 0
bottom_repos/cssutils, 117, 34427, 4471, 4927, 13269, 110, 634, 1131, 271, 21, 918, 31, 0, 0, 1237, 9, 0, 209
bottom_repos/boinc-applet, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/k-mebel_com, 63, 2772, 582, 99, 25, 2, 46, 94, 9, 9, 192, 4, 0, 0, 0, 0, 0, 0
bottom_repos/Final-Project, 3, 192, 53, 0, 0, 169, 5, 109, 3, 2, 44, 4, 0, 4, 7, 3, 0, 2
bottom_repos/Shippy, 3, 216, 11, 0, 0, 0, 10, 42, 6, 0, 3, 7, 0, 0, 23, 1, 0, 0
bottom_repos/Taylor_decom_Med, 1, 533, 230, 0, 0, 1, 95, 272, 0, 0, 76, 4, 0, 0, 54, 0, 0, 0
bottom_repos/django-cbv-helper, 6, 170, 3, 0, 0, 3, 0, 20, 1, 0, 0, 1, 0, 7, 0, 5, 0, 0
bottom_repos/learning_journal, 11, 448, 10, 29, 55, 8, 17, 5, 8, 0, 5, 1, 0, 3, 29, 0, 0, 1
bottom_repos/python_intro, 11, 247, 42, 0, 0, 0, 0, 124, 12, 0, 0, 2, 0, 0, 20, 3, 0, 0
bottom_repos/learngit, 2, 149, 18, 11, 101, 0, 0, 51, 3, 0, 2, 1, 0, 0, 98, 1, 0, 0
bottom_repos/mybook, 21, 401, 76, 17, 8, 8, 8, 4, 15, 1, 20, 0, 0, 0, 1, 0, 0, 0
bottom_repos/2015-07-01-esu, 4, 1639, 94, 116, 1178, 160, 11, 32, 50, 0, 34, 1, 0, 0, 0, 0, 0, 0
bottom_repos/swen-749, 15, 882, 83, 5, 0, 1, 4, 203, 51, 1, 45, 1, 0, 328, 42, 9, 0, 12
bottom_repos/FelicitadorCunyao, 1, 37, 3, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 0, 0
bottom_repos/utility-scripts, 7, 1160, 26, 46, 0, 27, 7, 54, 21, 6, 115, 11, 0, 0, 73, 1, 0, 17
bottom_repos/Buttons, 2, 103, 17, 0, 46, 0, 0, 27, 5, 0, 8, 1, 0, 25, 1, 0, 0, 0
bottom_repos/rp-ng, 8, 571, 24, 5, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/Simon-Says, 3, 538, 167, 0, 0, 0, 1, 72, 16, 0, 30, 4, 0, 326, 17, 1, 0, 0
bottom_repos/gregslist-flask, 6, 63, 2, 0, 0, 0, 6, 1, 3, 1, 2, 0, 0, 24, 3, 0, 0, 0
bottom_repos/tarea3, 2, 100, 0, 0, 48, 2, 1, 12, 2, 0, 1, 0, 0, 39, 6, 1, 0, 0
bottom_repos/lesson08j, 5, 122, 16, 17, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/ecommerce, 21, 575, 30, 34, 8, 2, 0, 15, 0, 0, 8, 0, 0, 0, 5, 2, 0, 0
bottom_repos/deploytest, 1, 20, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/randomizerscript, 1, 42, 11, 0, 0, 1, 0, 14, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0
bottom_repos/cr_algorithms_i, 12, 689, 25, 0, 301, 2, 0, 32, 44, 0, 3, 4, 0, 0, 0, 1, 0, 0
bottom_repos/PythonForZombies, 42, 858, 93, 0, 0, 0, 130, 50, 14, 1, 3, 3, 0, 0, 14, 5, 0, 0
bottom_repos/Hour-Minute-Angle, 1, 11, 2, 0, 0, 2, 0, 1, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0
bottom_repos/Django_with_fun, 11, 140, 21, 17, 4, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/ni, 20, 1718, 5, 0, 33, 1, 22, 38, 50, 0, 54, 0, 0, 0, 91, 9, 0, 0
bottom_repos/memory, 3, 361, 17, 0, 0, 3, 71, 93, 15, 1, 13, 0, 0, 0, 1, 0, 0, 0
bottom_repos/youprint, 9, 178, 17, 26, 17, 0, 2, 3, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0
bottom_repos/mf, 6, 1709, 211, 109, 0, 11, 32, 82, 4, 1, 57, 1, 0, 0, 0, 2, 0, 14
bottom_repos/dotfiles, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/amsterdam.buildout, 1, 121, 18, 6, 0, 1, 7, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
bottom_repos/flaskTestTask, 14, 685, 45, 31, 93, 0, 3, 8, 1, 16, 21, 1, 0, 0, 5, 4, 0, 0
bottom_repos/postingalink, 2, 53, 6, 7, 0, 0, 0, 6, 4, 0, 2, 0, 0, 0, 0, 1, 0, 0
bottom_repos/wgu-merge, 1, 59, 10, 0, 0, 5, 0, 5, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0
bottom_repos/DrKnow, 33, 10082, 792, 3144, 0, 2, 1623, 133, 88, 4, 208, 60, 0, 0, 1, 4, 0, 33
bottom_repos/WebCrawling, 10, 1290, 83, 30, 0, 0, 22, 448, 58, 0, 46, 27, 0, 128, 75, 6, 0, 17
bottom_repos/gnu_linux_mag_drf, 16, 420, 25, 17, 24, 1, 5, 1, 7, 1, 26, 0, 0, 0, 0, 1, 0, 0
bottom_repos/pylmm_fhormoz, 8, 1365, 202, 107, 0, 21, 990, 499, 11, 13, 103, 104, 0, 273, 119, 6, 0, 3
bottom_repos/NER, 3, 127, 4, 62, 0, 0, 0, 57, 0, 0, 3, 0, 0, 0, 4, 1, 0, 0
bottom_repos/the_hunt_begins, 1, 76, 6, 1, 0, 0, 0, 13, 1, 0, 5, 0, 0, 0, 18, 1, 0, 0
